Timestamp,Grade,Type of problem,Types of holds,Number of attempts,Is it a send?,"If it is a send, what is the quality?","If it is a fall, what is the cause? (Or how should you do better in the next try?)",Other notes,Have you been breathing?,Have you been keeping your body as close to the wall as possible?,Have you been shifting your weight dynamically as you reach for the next holds?,Have you grab the hold perpendicularly to its orientation?,Have you been using 'silent feet'?,Have you been keeping awareness of your body position?
6/7/2022 20:48:20,V5,Roof,"Jug, Undercling",1,Yes,6,,,Maybe,No,Yes,,Maybe,No
6/7/2022 20:59:44,V7,Roof,"Edge, Pinch, Sloper",2,No,,Beta to the next move,,No,No,Maybe,,Maybe,No
6/7/2022 21:00:19,V6,Roof,"Jug, Crimp, Sloper",6,No,,"Cannot grab on to the hold, Too tired",,No,No,Maybe,,Yes,Maybe
6/9/2022 18:41:04,V4,Vertical,"Edge, Sloper",1,No,,Beta to the next move,,No,No,No,,No,No
6/9/2022 18:43:31,V4,Vertical,"Edge, Sloper",3,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,No,,Maybe,No
6/9/2022 18:45:44,V4,Vertical,"Edge, Sloper",4,Yes,6,,,No,Maybe,No,,No,No
6/9/2022 18:54:53,V5,Vertical,"Edge, Pinch, Sloper",1,Yes,5,,,No,No,Maybe,,Maybe,Maybe
6/9/2022 18:57:49,V6,Vertical,"Pinch, Sloper",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
6/9/2022 19:01:00,V6,Vertical,Pinch,2,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,No,No
6/9/2022 19:04:31,V6,Vertical,"Pinch, Sloper",3,No,,"Beta to the next move, Cannot grab on to the hold",Need more momentum ,No,No,Maybe,,No,No
6/9/2022 19:11:03,V6,Vertical,"Pinch, Sloper",4,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,No,No
6/9/2022 19:15:07,V6,Vertical,"Pinch, Sloper",5,No,,"Beta to the next move, Lack familiarity with the move, Footwork issue",,No,No,Maybe,,Maybe,No
6/9/2022 19:19:47,V6,Vertical,"Pinch, Sloper",6,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Maybe,,No,No
6/9/2022 19:24:19,V6,Vertical,"Pinch, Sloper",7,No,,Finished the second half,,No,Maybe,Yes,,Maybe,No
6/9/2022 19:30:52,V6,Vertical,"Pinch, Sloper",8,No,,"Cannot grab on to the hold, Too tired, Too nervous",,No,No,Maybe,,Maybe,No
6/9/2022 19:35:25,V6,Vertical,"Pinch, Sloper",9,Yes,5,,,No,No,Yes,,Maybe,No
6/9/2022 19:40:01,V6,Vertical,Sloper,1,No,,Beta to the next move,,No,No,No,,No,No
6/9/2022 19:43:35,V6,Vertical,"Crimp, Sloper",2,Yes,6,,,No,Maybe,Yes,,No,No
6/9/2022 19:50:26,V6,Vertical,"Pinch, Sloper",1,No,,Beta to the next move,,No,No,No,,No,No
6/9/2022 19:53:16,V6,Vertical,"Pinch, Sloper",2,No,,Beta to the next move,,No,No,No,,No,No
6/9/2022 19:55:13,V6,Vertical,"Pinch, Sloper",3,No,,Beta to the next move,,No,No,No,,No,No
6/9/2022 19:58:33,V6,Vertical,"Pinch, Sloper",3,No,,Beta to the next move,,No,Maybe,No,,No,No
6/9/2022 20:04:08,V6,Vertical,"Pinch, Sloper",5,No,,Beta to the next move,,No,No,No,,No,Maybe
6/9/2022 20:07:06,V6,Vertical,"Pinch, Sloper",6,No,,Beta to the next move,,No,No,No,,No,No
6/9/2022 20:12:17,V6,Vertical,"Jug, Sloper",1,No,,"Lack familiarity with the move, Footwork issue",,No,No,Maybe,,No,No
6/9/2022 20:14:45,V6,Vertical,"Jug, Sloper",2,Yes,5,,,Maybe,Maybe,Yes,,No,No
6/21/2022 18:38:37,V4,Vertical,Crimp,1,Yes,5,,,No,No,Maybe,,Maybe,Yes
6/21/2022 18:44:40,V5,Overhang,Pocket,1,Yes,6,,,No,No,Maybe,,Maybe,Yes
6/21/2022 18:53:41,V4,Vertical,"Edge, Undercling",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,No,,Maybe,No
6/21/2022 18:57:48,V4,Vertical,"Edge, Undercling",2,No,,"Beta to the next move, Suboptimal sequence, Footwork issue",,No,Maybe,No,,No,No
6/21/2022 19:00:04,V4,Vertical,"Edge, Undercling",3,No,,"Beta to the next move, Footwork issue, Too nervous",,No,No,No,,No,No
6/21/2022 19:06:21,V4,Vertical,"Edge, Undercling",4,No,,"Beta to the next move, Wrong body position",,No,No,No,,No,Maybe
6/21/2022 19:08:59,V4,Vertical,"Edge, Undercling",5,No,,Beta to the next move,,No,No,No,,Maybe,No
6/21/2022 19:13:27,V4,Vertical,"Edge, Undercling",6,No,,"Beta to the next move, Wrong body position",,No,No,No,,Maybe,No
6/21/2022 19:18:55,V4,Vertical,"Edge, Undercling",7,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
6/21/2022 19:22:53,V4,Vertical,"Edge, Undercling",8,No,,Beta to the next move,,No,No,No,,No,No
6/21/2022 19:37:16,V4,Vertical,"Edge, Undercling",8,No,,Beta to the next move,,No,No,No,,No,No
6/21/2022 19:39:33,V4,Vertical,"Edge, Undercling",9,No,,Beta to the next move,,No,No,No,,No,No
6/21/2022 19:45:36,V6,Roof,"Jug, Crimp, Sloper",1,No,,"Footwork issue, Too nervous",,No,No,No,,No,No
6/21/2022 19:52:28,V7,Roof,"Jug, Crimp, Sloper",2,No,,Too tired,,No,No,No,,Maybe,No
6/21/2022 19:53:01,V4,Roof,"Jug, Sloper",1,No,,Beta to the next move,,No,No,Maybe,,No,No
6/21/2022 19:56:30,V4,Roof,"Jug, Sloper",2,Yes,4,,,No,Maybe,Maybe,,No,No
6/21/2022 20:02:36,V5,Roof,"Jug, Sloper",1,No,,Footwork issue,,No,No,No,,No,No
6/21/2022 20:08:25,V5,Roof,"Jug, Sloper",2,No,,"Beta to the next move, Too tired, Too nervous",,No,No,No,,No,No
6/21/2022 20:12:28,V5,Roof,"Jug, Sloper",3,No,,"Beta to the next move, Footwork issue",,No,No,No,,No,No
6/23/2022 18:34:53,V5,Roof,"Jug, Sloper",1,Yes,5,,,Maybe,No,Yes,,Maybe,Maybe
6/23/2022 18:35:49,V4,Overhang,"Jug, Sloper",1,Yes,4,,,Maybe,No,Yes,,No,No
6/23/2022 18:45:04,V6,Overhang,"Crimp, Undercling",1,No,,Beta to the next move,,No,Maybe,No,,Maybe,No
6/23/2022 18:50:35,V6,Overhang,"Crimp, Undercling",2,No,,Finished the second half,,No,Maybe,Maybe,,Maybe,Maybe
6/23/2022 18:55:54,V7,Roof,"Crimp, Sloper",1,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,Maybe
6/23/2022 19:01:37,V7,Roof,"Jug, Crimp, Sloper",2,No,,"Beta to the next move, Footwork issue",,Maybe,Maybe,Yes,,Maybe,Maybe
6/23/2022 19:04:55,V7,Roof,"Jug, Crimp, Sloper",3,No,,Footwork issue,,No,No,Maybe,,Maybe,Maybe
6/23/2022 19:09:01,V7,Roof,"Jug, Crimp, Sloper",4,No,,Too tired,,No,No,Maybe,,Yes,Maybe
6/23/2022 19:14:07,V7,Arête,Edge,1,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Yes,,Maybe,No
6/23/2022 19:18:24,V7,Arête,"Edge, Crimp",2,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,No
6/23/2022 19:22:57,V7,Arête,"Edge, Crimp",3,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,No
6/23/2022 19:27:05,V7,Arête,"Edge, Crimp, Side-pull",4,No,,"Cannot grab on to the hold, Too tired",,No,Maybe,Yes,,Maybe,No
6/23/2022 19:31:45,V7,Arête,"Edge, Crimp",5,No,,"Beta to the next move, Cannot grab on to the hold, Too tired",,No,Yes,Maybe,,Maybe,No
6/30/2022 0:45:19,V4,Vertical,Sloper,1,No,,"Cannot grab on to the hold, Wrong body position",,No,No,No,,No,Maybe
6/30/2022 0:47:25,V4,Vertical,Sloper,2,No,,"Beta to the next move, Wrong body position",,No,No,No,,No,No
6/30/2022 0:49:14,V4,Vertical,Sloper,3,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,No,No
6/30/2022 0:51:38,V4,Vertical,Sloper,3,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,No,No
6/30/2022 0:57:36,V4,Vertical,Sloper,4,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,No,No
6/30/2022 0:59:44,V4,Vertical,Sloper,5,No,,Beta to the next move,,No,No,No,,No,No
6/30/2022 1:02:13,V4,Vertical,Sloper,6,No,,Beta to the next move,,No,Yes,No,,No,No
6/30/2022 1:05:54,V4,Vertical,Sloper,7,No,,"Beta to the next move, Cannot grab on to the hold, Wrong body position",,No,Maybe,No,,Maybe,No
6/30/2022 1:16:47,V4,Vertical,Sloper,8,No,,Beta to the next move,,No,Maybe,No,,Maybe,No
6/30/2022 1:17:44,V4,Vertical,Sloper,9,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
6/30/2022 1:23:03,V4,Vertical,Sloper,10,Yes,3,,,No,Maybe,Maybe,,Maybe,No
6/30/2022 1:30:25,V5,Vertical,"Jug, Sloper",1,No,,Beta to the next move,,No,No,Yes,,No,No
6/30/2022 1:35:36,V5,Vertical,"Jug, Sloper",3,No,,Lack familiarity with the move,,No,No,Yes,,Maybe,Maybe
6/30/2022 1:38:23,V5,Vertical,"Jug, Sloper",4,No,,"Beta to the next move, Too tired, Lack dynamics",,No,No,Yes,,No,No
6/30/2022 1:41:23,V5,Vertical,"Jug, Sloper",5,No,,Beta to the next move,,No,Maybe,Yes,,Maybe,Maybe
6/30/2022 1:43:58,V5,Vertical,"Jug, Sloper",6,No,,"Too tired, Lack body tension",,No,No,Yes,,No,No
6/30/2022 1:50:21,V5,Vertical,Pinch,1,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
6/30/2022 1:54:59,V5,Vertical,Pinch,3,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,Maybe
6/30/2022 1:58:51,V5,Vertical,Pinch,4,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,Maybe
6/30/2022 2:04:21,V5,Vertical,Pinch,5,No,,Beta to the next move,,No,Maybe,Maybe,,Maybe,Maybe
6/30/2022 2:06:48,V5,Roof,"Jug, Sloper",1,Yes,6,,,No,No,Yes,,No,Yes
7/7/2022 0:39:49,V5,Vertical,Sloper,1,No,,"Footwork issue, Body tension ",,No,No,Yes,,Maybe,No
7/7/2022 0:41:26,V5,Vertical,Sloper,2,No,,Lack control,,No,No,Yes,,Maybe,No
7/7/2022 0:43:04,V5,Vertical,Sloper,3,No,,"Beta to the next move, Lack control ",,No,Maybe,Yes,,No,No
7/7/2022 0:45:03,V5,Vertical,Sloper,4,No,,"Beta to the next move, Lack control ",,No,Maybe,Yes,,No,No
7/7/2022 0:47:16,V5,Vertical,Sloper,5,No,,"Beta to the next move, Cannot grab on to the hold",,No,Maybe,Yes,,No,No
7/7/2022 0:49:35,V5,Vertical,Sloper,6,No,,Beta to the next move,,No,Maybe,Yes,,No,No
7/7/2022 0:51:14,V5,Vertical,Sloper,7,No,,Beta to the next move,,No,No,Yes,,No,No
7/7/2022 0:56:30,V5,Vertical,Pinch,1,No,,"Beta to the next move, Suboptimal sequence",,No,Yes,No,,No,No
7/7/2022 0:59:02,V5,Vertical,Pinch,2,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,No,No
7/7/2022 1:01:07,V5,Vertical,Pinch,3,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,No,Yes
7/7/2022 1:04:39,V5,Vertical,Pinch,4,No,,Cannot grab on to the hold,,No,Yes,Yes,,Maybe,Yes
7/7/2022 1:08:50,V5,Vertical,Pinch,5,No,,"Beta to the next move, Cannot grab on to the hold, Too tired",,No,Yes,Yes,,Maybe,Yes
7/7/2022 1:11:25,V5,Roof,"Crimp, Pinch, Sloper",1,Yes,6,,,No,Maybe,Maybe,,Maybe,No
7/7/2022 1:15:29,V5,Vertical,Crimp,1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,No
7/7/2022 1:18:00,V5,Vertical,Crimp,2,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,Maybe,No
7/7/2022 1:22:39,V5,Vertical,"Crimp, Undercling",2,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Maybe,,Maybe,Maybe
7/7/2022 1:26:13,V5,Vertical,"Crimp, Undercling",3,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,Yes,,No,No
7/7/2022 1:30:04,V5,Vertical,Crimp,5,No,,"Beta to the next move, Footwork issue, Too crimpy ",,No,No,No,,Maybe,Maybe
7/7/2022 1:32:14,V5,Vertical,Crimp,6,No,,"Beta to the next move, Too tired",,No,No,No,,No,Maybe
7/7/2022 1:36:10,V5,Vertical,"Jug, Pinch, Sloper",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Yes,,No,No
7/7/2022 1:38:29,V5,Vertical,"Jug, Pinch, Sloper",3,No,,"Beta to the next move, Lack familiarity with the move",,No,Maybe,Yes,,No,No
7/7/2022 1:42:19,V5,Roof,"Pinch, Sloper",1,No,,"Suboptimal sequence, Lack familiarity with the move",,No,Maybe,No,,Maybe,No
7/7/2022 1:44:26,V5,Roof,Sloper,2,Yes,6,,,No,No,Yes,,Maybe,No
7/7/2022 1:52:14,V5,Vertical,"Jug, Sloper",1,No,,Beta to the next move,,No,No,No,,No,Yes
7/7/2022 1:55:48,V5,Vertical,"Jug, Sloper",2,No,,"Beta to the next move, Wrong body position",,No,No,No,,No,Maybe
7/7/2022 1:59:28,V5,Vertical,"Jug, Sloper",3,No,,Beta to the next move,,No,Maybe,No,,Maybe,Maybe
7/7/2022 2:00:29,V5,Vertical,"Jug, Sloper",4,No,,Footwork issue,,No,Yes,No,,No,Yes
7/7/2022 2:04:42,V5,Vertical,"Jug, Sloper",4,No,,Beta to the next move,,No,Yes,No,,Maybe,Yes
7/7/2022 2:07:43,V5,Vertical,Sloper,6,No,,"Suboptimal sequence, Too tired",,No,Maybe,No,,No,Maybe
7/7/2022 2:10:42,V5,Arête,"Crimp, Pinch",1,No,,Lack familiarity with the move,,No,No,No,,Maybe,No
7/7/2022 2:11:49,V5,Arête,"Crimp, Pinch",2,No,,"Beta to the next move, Too tired",,No,No,No,,No,No
7/9/2022 0:04:09,V4,Vertical,"Crimp, Sloper",2,Yes,6,,,No,No,No,,Maybe,No
7/9/2022 0:11:35,V5,Overhang,"Jug, Sloper",1,No,,"Cannot grab on to the hold, Too nervous",,No,No,No,,Maybe,Maybe
7/9/2022 0:13:36,V5,Overhang,"Jug, Sloper",2,No,,Suboptimal sequence,,No,No,No,,No,No
7/9/2022 0:16:50,V5,Overhang,"Jug, Sloper, Side-pull",3,No,,Suboptimal sequence,,No,No,No,,No,No
7/9/2022 0:19:54,V5,Overhang,"Jug, Sloper",4,No,,"Beta to the next move, Suboptimal sequence",,No,No,Maybe,,No,No
7/9/2022 0:22:01,V5,Overhang,"Jug, Sloper",5,No,,Beta to the next move,,No,No,No,,No,No
7/9/2022 0:26:55,V5,Overhang,"Jug, Sloper",6,No,,Beta to the next move,,No,No,No,,No,No
7/9/2022 0:31:02,V5,Overhang,"Jug, Sloper",7,No,,Finished the second half,,No,No,Yes,,Maybe,No
7/9/2022 0:39:47,V5,Overhang,"Jug, Sloper",8,Yes,6,,,No,No,Yes,,Maybe,No
7/9/2022 0:40:27,V5,Vertical,"Jug, Sloper",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,No,No
7/9/2022 0:42:54,V5,Vertical,"Jug, Sloper",4,No,,"Beta to the next move, Footwork issue",,No,No,No,,Maybe,Maybe
7/9/2022 0:46:11,V5,Vertical,"Jug, Sloper",5,No,,Beta to the next move,,No,No,No,,Yes,Yes
7/9/2022 0:54:13,V5,Vertical,"Jug, Sloper",6,No,,Beta to the next move,,No,Maybe,No,,Yes,Yes
7/9/2022 0:59:21,V5,Arête,"Crimp, Pinch",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,Maybe,,Maybe,No
7/9/2022 1:01:04,V5,Arête,"Crimp, Pinch",2,No,,"Footwork issue, Missed a hold",,No,No,Maybe,,Maybe,Maybe
7/9/2022 1:03:02,V5,Arête,"Crimp, Pinch",3,No,,"Beta to the next move, Wrong body position",,No,Maybe,No,,Maybe,No
7/9/2022 1:06:50,V5,Arête,"Crimp, Pinch",4,No,,Beta to the next move,,No,Maybe,No,,Maybe,No
7/9/2022 1:09:35,V5,Arête,"Crimp, Pinch",5,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,Yes,Yes
7/9/2022 1:12:39,V5,Arête,"Crimp, Pinch",6,No,,"Beta to the next move, Wrong body position",,No,No,No,,Maybe,Maybe
7/9/2022 1:16:53,V5,Arête,"Crimp, Pinch",7,No,,Beta to the next move,,No,No,No,,Maybe,No
7/9/2022 1:20:45,V5,Arête,"Crimp, Pinch",8,No,,Finished second half,,No,No,No,,No,No
7/9/2022 1:22:46,V5,Slab,"Crimp, Pinch",7,No,,"Beta to the next move, Footwork issue",,No,No,No,,Maybe,No
7/9/2022 1:27:25,V5,Slab,"Crimp, Pinch",7,No,,Beta to the next move,,No,Maybe,No,,Maybe,No
7/9/2022 1:28:57,V5,Slab,"Crimp, Pinch",8,No,,"Beta to the next move, Footwork issue",,No,Maybe,No,,Maybe,No
7/9/2022 1:34:19,V5,Slab,"Crimp, Pinch",9,Yes,6,,,No,No,Maybe,,Maybe,No
7/9/2022 1:39:56,V5,Vertical,Sloper,1,No,,Beta to the next move,,No,No,Yes,,No,No
7/9/2022 1:41:44,V5,Vertical,Sloper,2,No,,Beta to the next move,,No,No,Yes,,No,No
7/9/2022 1:47:13,V5,Roof,Jug,1,No,,"Beta to the next move, Suboptimal sequence, Too tired",,No,Maybe,Maybe,,Yes,Yes
7/11/2022 0:24:02,V4,Slab,"Edge, Crimp, Sloper",1,Yes,6,,,No,Maybe,No,,Maybe,Maybe
7/11/2022 0:31:19,V5,Roof,Jug,1,Yes,5,,,No,No,Maybe,,Maybe,Maybe
7/11/2022 0:34:52,V5,Roof,"Jug, Sloper",1,No,,"Suboptimal sequence, Footwork issue",,No,No,No,,Maybe,No
7/11/2022 0:37:30,V5,Roof,"Jug, Sloper",2,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,Yes
7/11/2022 0:39:42,V5,Roof,"Jug, Sloper",3,No,,Beta to the next move,,No,Yes,No,,No,Maybe
7/11/2022 0:41:49,V5,Roof,"Jug, Sloper",4,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Maybe,,No,No
7/11/2022 0:45:34,V5,Roof,"Jug, Sloper",5,No,,Beta to the next move,,No,No,Yes,,No,No
7/11/2022 0:49:49,V5,Roof,"Jug, Sloper",6,No,,"Beta to the next move, Footwork issue",,No,Maybe,Yes,,No,Maybe
7/11/2022 0:51:45,V5,Roof,"Jug, Sloper",7,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Yes,,Maybe,Yes
7/11/2022 0:53:37,V5,Roof,"Jug, Sloper",8,No,,Wrong body position,,No,No,Yes,,Maybe,Maybe
7/11/2022 0:55:26,V5,Roof,"Jug, Sloper",9,No,,Cannot grab on to the hold,,No,No,Yes,,Maybe,Yes
7/11/2022 0:57:21,V5,Roof,"Jug, Sloper",10,No,,Footwork issue,,No,No,Yes,,No,No
7/11/2022 1:00:50,V6,Roof,"Jug, Sloper",2,No,,Beta to the next move,,No,No,No,,Yes,No
7/11/2022 1:05:43,V6,Roof,"Jug, Sloper",3,No,,"Beta to the next move, Dab",,No,No,Yes,,No,No
7/11/2022 1:10:18,V5,Vertical,"Jug, Sloper",1,No,,Beta to the next move,,No,No,Yes,,No,No
7/11/2022 1:14:02,V5,Roof,Jug,1,No,,Beta to the next move,,No,No,Maybe,,Maybe,Yes
7/11/2022 1:20:51,V5,Roof,Jug,2,No,,"Beta to the next move, Suboptimal sequence",,No,Maybe,Maybe,,Maybe,Maybe
7/11/2022 1:24:44,V4,Slab,Sloper,3,No,,"Beta to the next move, Wrong body position, Wrong stating hold",,No,Maybe,No,,No,Yes
7/11/2022 1:27:28,V4,Slab,Sloper,5,Yes,6,,,No,Yes,No,,Maybe,Yes
7/11/2022 1:40:50,V5,Roof,Jug,3,No,,Suboptimal sequence,,No,Maybe,Yes,,Maybe,No
7/11/2022 1:42:46,V5,Vertical,"Edge, Crimp, Sloper",2,No,,Missed a hand hold,,No,No,No,,No,No
7/11/2022 1:45:12,V5,Vertical,"Edge, Crimp",3,No,,"Lack familiarity with the move, Cannot grab on to the hold, Too tired",,No,Maybe,No,,Yes,Yes
7/11/2022 1:47:23,V5,Vertical,"Edge, Crimp, Pinch",4,No,,Dab,,No,No,No,,No,No
7/11/2022 1:51:26,V5,Vertical,"Edge, Crimp, Pinch",5,Yes,6,,,No,No,No,,Maybe,No
7/13/2022 0:37:08,V4,Vertical,"Jug, Sloper",1,Yes,4,,,No,No,No,,Maybe,No
7/13/2022 0:51:29,V5,Roof,Jug,1,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,No
7/13/2022 0:52:07,V4,Slab,"Edge, Sloper",1,No,,"Suboptimal sequence, Footwork issue",,No,No,No,,No,No
7/13/2022 0:58:25,V5,Roof,Jug,2,Yes,5,,,No,No,Maybe,,Maybe,No
7/13/2022 1:02:10,V4,Slab,"Edge, Sloper",3,No,,Beta to the next move,,No,No,No,,Maybe,No
7/13/2022 1:08:32,V4,Slab,"Edge, Sloper",4,No,,Beta to the next move,,No,No,No,,No,No
7/13/2022 1:12:32,V5,Slab,"Edge, Sloper",5,No,,Lack familiarity with the move,,No,No,No,,Maybe,Maybe
7/13/2022 1:15:55,V4,Slab,"Edge, Crimp, Sloper",6,No,,"Beta to the next move, Missed a hold",,No,No,No,,Maybe,Maybe
7/13/2022 1:18:58,V4,Slab,"Edge, Crimp, Sloper",7,No,,Beta to the next move,,No,No,No,,Maybe,Yes
7/13/2022 1:22:17,V4,Slab,"Edge, Crimp, Sloper",6,No,,Beta to the next move,,No,No,No,,No,Maybe
7/13/2022 1:25:39,V4,Slab,"Edge, Crimp, Sloper",7,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
7/13/2022 1:28:27,V4,Slab,"Edge, Crimp, Sloper",8,No,,"Beta to the next move, Lack familiarity with the move",,No,No,No,,Maybe,No
7/13/2022 1:30:42,V4,Slab,"Edge, Crimp, Sloper",8,No,,Beta to the next move,,No,No,No,,Maybe,No
7/13/2022 1:34:55,V4,Slab,"Edge, Crimp, Sloper",9,No,,Beta to the next move,,No,No,No,,Maybe,Maybe
7/13/2022 1:38:19,V4,Slab,"Edge, Crimp, Sloper",10,No,,Beta to the next move,,No,No,No,,Maybe,No
7/13/2022 1:43:34,V6,Roof,"Jug, Sloper",1,No,,"Lack familiarity with the move, Footwork issue",,No,No,No,,Maybe,No
7/13/2022 1:46:55,V6,Roof,"Jug, Sloper",2,No,,"Footwork issue, Too tired",,Yes,No,Yes,,No,No
7/13/2022 1:49:01,V5,Roof,"Jug, Crimp, Sloper, Undercling",1,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Maybe,,No,Maybe
7/13/2022 1:51:05,V5,Roof,"Crimp, Sloper, Undercling",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Yes,,No,Maybe
7/13/2022 1:55:45,V5,Roof,"Crimp, Sloper, Undercling",3,No,,"Beta to the next move, Footwork issue",,No,No,Yes,,No,Maybe
7/13/2022 1:59:54,V5,Vertical,"Crimp, Sloper, Undercling",1,No,,"Lack familiarity with the move, Cannot grab on to the hold",,No,No,No,,Maybe,Yes
7/13/2022 2:02:34,V5,Vertical,"Crimp, Sloper",2,Yes,5,,,No,No,Yes,,Maybe,Maybe
7/14/2022 20:42:11,V4,Roof,Jug,1,Yes,6,,,No,No,Maybe,,Maybe,Maybe
7/14/2022 20:42:43,V5,Roof,"Crimp, Sloper, Undercling",1,No,,"Beta to the next move, Footwork issue",,No,No,Yes,,No,No
7/14/2022 20:44:20,V5,Roof,"Crimp, Sloper, Undercling",2,No,,"Beta to the next move, Lack familiarity with the move",,No,No,Yes,,Maybe,Maybe
7/14/2022 20:46:49,V5,Roof,"Crimp, Sloper, Undercling",3,No,,"Lack familiarity with the move, Not committed ",,No,No,Yes,,Maybe,Maybe
7/14/2022 20:48:41,V5,Roof,"Crimp, Sloper, Undercling",4,No,,Lack familiarity with the move,,No,No,Yes,,Maybe,Yes
7/14/2022 20:52:01,V5,Roof,"Crimp, Sloper, Undercling",5,No,,Beta to the next move,,No,No,Yes,,Maybe,Yes
7/14/2022 20:55:28,V5,Roof,"Crimp, Sloper, Undercling",6,No,,"Too nervous, Not focused",,No,No,Maybe,,No,No
7/14/2022 20:59:47,V5,Roof,"Crimp, Sloper, Undercling",7,No,,"Beta to the next move, Footwork issue",,No,No,Yes,,Maybe,Maybe
7/14/2022 21:02:58,V5,Roof,"Crimp, Sloper, Undercling",7,No,,Beta to the next move,,No,No,Yes,,Yes,Yes
7/14/2022 21:10:52,V5,Roof,"Crimp, Sloper, Undercling",8,Yes,6,,,No,No,Yes,,Maybe,Yes
7/14/2022 21:13:53,V5,Vertical,"Jug, Edge, Undercling",1,No,,Beta to the next move,,No,No,No,,Maybe,No
7/14/2022 21:15:21,V5,Vertical,"Jug, Edge, Undercling",2,No,,Beta to the next move,,No,No,No,,No,No
7/14/2022 21:17:28,V5,Vertical,"Jug, Edge, Undercling",3,No,,Beta to the next move,,No,No,No,,Maybe,No
7/14/2022 21:21:30,V5,Vertical,"Edge, Crimp, Undercling",4,No,,Suboptimal sequence,,No,No,No,,No,Maybe
7/14/2022 21:24:33,V5,Vertical,"Jug, Edge, Undercling",5,No,,Wrong body position,,No,No,No,,Maybe,Maybe
7/14/2022 21:27:13,V5,Vertical,"Jug, Edge, Undercling",5,No,,"Suboptimal sequence, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
7/14/2022 21:31:56,V5,Vertical,"Jug, Edge, Undercling",6,No,,Finished second half,,No,No,No,,No,Maybe
7/14/2022 21:34:51,V5,Vertical,"Edge, Crimp, Undercling",7,Yes,7,,,No,No,No,,Yes,Yes
7/14/2022 21:42:55,V5,Vertical,"Crimp, Pinch",1,No,,Suboptimal sequence,,No,No,No,,No,No
7/14/2022 21:48:20,V5,Vertical,"Crimp, Pinch",3,No,,"Beta to the next move, Suboptimal sequence",,No,No,No,,No,No
7/18/2022 0:35:26,V4,Roof,"Jug, Sloper",1,Yes,5,,,No,No,No,,Maybe,Maybe
7/18/2022 0:35:57,V5,Slab,"Jug, Sloper",1,No,,"Beta to the next move, Cannot grab on to the hold",,No,No,No,,Maybe,Maybe
7/18/2022 0:37:06,V5,Slab,"Jug, Sloper",2,No,,"Beta to the next move, Cannot grab on to the hold, Wrong body position",,No,No,No,,Maybe,No
7/18/2022 0:38:42,V5,Slab,"Jug, Sloper",3,No,,"Lack familiarity with the move, Footwork issue",,No,No,No,,No,No
7/18/2022 0:41:02,V5,Slab,"Jug, Sloper",4,No,,"Beta to the next move, Footwork issue",,No,No,No,,No,No
7/18/2022 0:44:03,V5,Slab,"Jug, Sloper",5,No,,"Beta to the next move, Wrong body position, Footwork issue",,No,No,No,,Maybe,No
7/18/2022 0:46:37,V5,Slab,"Jug, Sloper",6,No,,Beta to the next move,,No,No,No,,No,No
7/18/2022 0:48:54,V5,Slab,"Jug, Sloper",7,No,,"Beta to the next move, Not committed ",,No,No,No,,No,Maybe
